cdk_entity_id,cdk_entity_name,cdk_path,cdk_load_column,cdk_datatype,cdk_length,cdk_unit,cdk_confidence,sap_field_raw,sap_table,sap_field,sap_annotation,sap_module,sap_data_element,sap_datatype,sap_length,sap_decimals,sap_is_key,status,type_verdict,type_detail,resolution_detail,widened_length,widening_reason
vendor-master,Vendor Master,remitToPostalCode,remit_to_postal_code,string,15,,INFERRED,LFA1-PSTLZ,LFA1,PSTLZ,,FI,PSTLZ,CHAR,10,0,False,RESOLVED,WIDENED,"CDK length 15 > SAP CHAR(10) — declared widening to 15, recorded in WIDENING-POLICY.md: SAP LFA1-PSTLZ is CHAR(10); the CDK/dealer-native value for this field can genuinely run up to 15 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (15) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/LFA1.yaml,15,"SAP LFA1-PSTLZ is CHAR(10); the CDK/dealer-native value for this field can genuinely run up to 15 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (15) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
vendor-master,Vendor Master,taxId1099,tax_id_1099,string,20,,INFERRED,LFA1-STCD1,LFA1,STCD1,,FI,STCD1,CHAR,16,0,False,RESOLVED,WIDENED,"CDK length 20 > SAP CHAR(16) — declared widening to 20, recorded in WIDENING-POLICY.md: SAP LFA1-STCD1 is CHAR(16); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/LFA1.yaml,20,"SAP LFA1-STCD1 is CHAR(16); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
vendor-master,Vendor Master,gstHstNumber,gst_hst_number,string,20,,INFERRED,LFA1-STCD3 (analogue),LFA1,STCD3,(analogue),FI,STCD3,CHAR,18,0,False,RESOLVED,WIDENED,"CDK length 20 > SAP CHAR(18) — declared widening to 20, recorded in WIDENING-POLICY.md: SAP LFA1-STCD3 is CHAR(18); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/LFA1.yaml,20,"SAP LFA1-STCD3 is CHAR(18); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
vendor-master,Vendor Master,vendorClass,vendor_class,enum,,,UNVERIFIED,LFA1-KTOKK,LFA1,KTOKK,,FI,KTOKK,CHAR,4,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/LFA1.yaml,,
vendor-master,Vendor Master,paymentTerms,payment_terms,string,20,,INFERRED,LFB1-ZTERM,LFB1,ZTERM,,FI,DZTERM,CHAR,4,0,False,RESOLVED,WIDENED,"CDK length 20 > SAP CHAR(4) — declared widening to 20, recorded in WIDENING-POLICY.md: SAP LFB1-ZTERM is CHAR(4); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/LFB1.yaml,20,"SAP LFB1-ZTERM is CHAR(4); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
vendor-master,Vendor Master,apAccountNo,ap_control_gl_account,string,10,,INFERRED,LFB1-AKONT,LFB1,AKONT,,FI,AKONT,CHAR,10,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/LFB1.yaml,,
vendor-master,Vendor Master,vendorStatus,vendor_status,enum,,,UNVERIFIED,LFA1-SPERR,LFA1,SPERR,,FI,SPERB_X,CHAR,1,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/LFA1.yaml,,
gl-account-master,GL Account Master,accountNumber,gl_account_number,string,6,,DOCUMENTED,SKA1-SAKNR,SKA1,SAKNR,,FI,SAKNR,CHAR,10,0,True,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/SKA1.yaml,,
gl-account-master,GL Account Master,departmentSuffix,department_suffix,string,2,,DOCUMENTED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
gl-account-master,GL Account Master,subAccountLetter,sub_account_letter,string,1,,DOCUMENTED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
gl-account-master,GL Account Master,accountName,account_name,string,60,,DOCUMENTED,SKAT-TXT50,SKAT,TXT50,,FI,TXT50_SKAT,CHAR,50,0,False,RESOLVED,WIDENED,"CDK length 60 > SAP CHAR(50) — declared widening to 60, recorded in WIDENING-POLICY.md: SAP SKAT-TXT50 (GL account long text) is CHAR(50) as its name implies; the CDK accountName field can hold up to 60 characters. Widened to avoid truncating a real dealer-entered account description.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/SKAT.yaml,60,SAP SKAT-TXT50 (GL account long text) is CHAR(50) as its name implies; the CDK accountName field can hold up to 60 characters. Widened to avoid truncating a real dealer-entered account description.
gl-account-master,GL Account Master,accountType,account_type,enum,,,DOCUMENTED,SKA1-KTOKS (account group analogue),SKA1,KTOKS,(account group analogue),FI,KTOKS,CHAR,4,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/SKA1.yaml,,
gl-account-master,GL Account Master,normalBalance,normal_balance,enum,,,INFERRED,SKB1-MITKZ (analogue),SKB1,MITKZ,(analogue),FI,MITKZ,CHAR,1,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/SKB1.yaml,,
gl-account-master,GL Account Master,controlAccountFlag,is_control_account,boolean,,,DOCUMENTED,SKB1-XMITK,SKB1,XMITK,,FI,XMITK,CHAR,1,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/SKB1.yaml,,
gl-account-master,GL Account Master,departmentBoundFlag,is_department_bound,boolean,,,INFERRED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
gl-account-master,GL Account Master,activeFlag,is_active,boolean,,,UNVERIFIED,SKB1-XLOEB,SKB1,XLOEB,,FI,XLOEV,CHAR,1,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/SKB1.yaml,,
accounting-schedule,Accounting Schedule (Open-Item Subledger),scheduleId,schedule_id,string,32,,INFERRED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
accounting-schedule,Accounting Schedule (Open-Item Subledger),glAccountNumber,gl_account_number,string,10,,DOCUMENTED,SKB1-SAKNR (recon account),SKB1,SAKNR,(recon account),FI,SAKNR,CHAR,10,0,True,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/SKB1.yaml,,
accounting-schedule,Accounting Schedule (Open-Item Subledger),controlKeyType,control_key_type,enum,,,DOCUMENTED,BSEG-ZUONR,BSEG,ZUONR,,FI,DZUONR,CHAR,18,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/BSEG.yaml,,
accounting-schedule,Accounting Schedule (Open-Item Subledger),controlKeyValue,control_key_value,string,32,,DOCUMENTED,BSEG-ZUONR,BSEG,ZUONR,,FI,DZUONR,CHAR,18,0,False,RESOLVED,WIDENED,"CDK length 32 > SAP CHAR(18) — declared widening to 32, recorded in WIDENING-POLICY.md: SAP BSEG-ZUONR is CHAR(18); the CDK/dealer-native value for this field can genuinely run up to 32 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (32) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/BSEG.yaml,32,"SAP BSEG-ZUONR is CHAR(18); the CDK/dealer-native value for this field can genuinely run up to 32 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (32) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
accounting-schedule,Accounting Schedule (Open-Item Subledger),openItemAmount,open_item_amount,decimal,,currency,DOCUMENTED,BSID-DMBTR,BSID,DMBTR,,FI,DMBTR,CURR,13,2,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/BSID.yaml,,
accounting-schedule,Accounting Schedule (Open-Item Subledger),agingBucket,aging_bucket,enum,,,DOCUMENTED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
accounting-schedule,Accounting Schedule (Open-Item Subledger),postingDate,posting_date,date,,,DOCUMENTED,BKPF-BUDAT,BKPF,BUDAT,,FI,BUDAT,DATS,8,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/BKPF.yaml,,
accounting-schedule,Accounting Schedule (Open-Item Subledger),scheduleType,schedule_type,enum,,,DOCUMENTED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
accounting-schedule,Accounting Schedule (Open-Item Subledger),scheduleIndexLegacy,schedule_index_legacy,enum,,,UNVERIFIED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
accounting-schedule,Accounting Schedule (Open-Item Subledger),closedFlag,is_closed,boolean,,,INFERRED,BSEG-AUGDT,BSEG,AUGDT,,FI,AUGDT,DATS,8,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/BSEG.yaml,,
gl-journal-posting,GL Journal Posting,documentNumber,document_number,string,20,,INFERRED,BKPF-BELNR,BKPF,BELNR,,FI,BELNR_D,CHAR,10,0,True,RESOLVED,WIDENED,"CDK length 20 > SAP CHAR(10) — declared widening to 20, recorded in WIDENING-POLICY.md: SAP BKPF-BELNR is CHAR(10); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/BKPF.yaml,20,"SAP BKPF-BELNR is CHAR(10); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
gl-journal-posting,GL Journal Posting,journalNumber,journal_number,string,20,,INFERRED,BKPF-BELNR (journal-level),BKPF,BELNR,(journal-level),FI,BELNR_D,CHAR,10,0,True,RESOLVED,WIDENED,"CDK length 20 > SAP CHAR(10) — declared widening to 20, recorded in WIDENING-POLICY.md: SAP BKPF-BELNR is CHAR(10); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/BKPF.yaml,20,"SAP BKPF-BELNR is CHAR(10); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
gl-journal-posting,GL Journal Posting,journalType,journal_type,enum,,,DOCUMENTED,BKPF-BLART (document type analogue),BKPF,BLART,(document type analogue),FI,BLART,CHAR,2,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/BKPF.yaml,,
gl-journal-posting,GL Journal Posting,glAccountNumber,gl_account_number,string,10,,INFERRED,BSEG-HKONT,BSEG,HKONT,,FI,HKONT,CHAR,10,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/BSEG.yaml,,
gl-journal-posting,GL Journal Posting,scheduleField,schedule_field,string,32,,INFERRED,BSEG-ZUONR,BSEG,ZUONR,,FI,DZUONR,CHAR,18,0,False,RESOLVED,WIDENED,"CDK length 32 > SAP CHAR(18) — declared widening to 32, recorded in WIDENING-POLICY.md: SAP BSEG-ZUONR is CHAR(18); the CDK/dealer-native value for this field can genuinely run up to 32 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (32) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/BSEG.yaml,32,"SAP BSEG-ZUONR is CHAR(18); the CDK/dealer-native value for this field can genuinely run up to 32 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (32) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
gl-journal-posting,GL Journal Posting,adjustToGlAccount,adjust_to_gl_account,string,10,,INFERRED,BSEG-HKONT,BSEG,HKONT,,FI,HKONT,CHAR,10,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/BSEG.yaml,,
gl-journal-posting,GL Journal Posting,postingDate,posting_date,date,,,INFERRED,BKPF-BUDAT,BKPF,BUDAT,,FI,BUDAT,DATS,8,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/BKPF.yaml,,
gl-journal-posting,GL Journal Posting,debitAmount,debit_amount,decimal,,currency,INFERRED,BSEG-DMBTR,BSEG,DMBTR,,FI,DMBTR,CURR,13,2,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/BSEG.yaml,,
gl-journal-posting,GL Journal Posting,creditAmount,credit_amount,decimal,,currency,INFERRED,BSEG-DMBTR,BSEG,DMBTR,,FI,DMBTR,CURR,13,2,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/BSEG.yaml,,
gl-journal-posting,GL Journal Posting,wipEndpointUsed,wip_endpoint_used,enum,,,DOCUMENTED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
gl-journal-posting,GL Journal Posting,sourceModule,source_module,enum,,,INFERRED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
repair-order,Repair Order,data[].roNumber,ro_number,string,20,,DOCUMENTED,AUFK-AUFNR (order number analogue),AUFK,AUFNR,(order number analogue),CO,AUFNR,CHAR,12,0,True,RESOLVED,WIDENED,"CDK length 20 > SAP CHAR(12) — declared widening to 20, recorded in WIDENING-POLICY.md: SAP AUFK-AUFNR is CHAR(12); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/co/tables/AUFK.yaml,20,"SAP AUFK-AUFNR is CHAR(12); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
repair-order,Repair Order,data[].totals[].payType,pay_type_code,enum,,,DOCUMENTED,AUFK-AUART (order type analogue),AUFK,AUART,(order type analogue),CO,AUFART,CHAR,4,0,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/co/tables/AUFK.yaml,,
ro-labour-line,Repair Order Labour Line,data[].roNumber,ro_number,string,12,,DOCUMENTED,AUFK-AUFNR,AUFK,AUFNR,,CO,AUFNR,CHAR,12,0,True,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/co/tables/AUFK.yaml,,
ro-labour-line,Repair Order Labour Line,data[].operations[].line.laborOperations[].opCode,labor_op_code,string,10,,DOCUMENTED,"AFVC-STEUS (operation control key, analogue)",AFVC,STEUS,"(operation control key, analogue)",PP,STEUS,CHAR,4,0,False,RESOLVED,WIDENED,"CDK length 10 > SAP CHAR(4) — declared widening to 10, recorded in WIDENING-POLICY.md: SAP AFVC-STEUS is CHAR(4); the CDK/dealer-native value for this field can genuinely run up to 10 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (10) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/pp/tables/AFVC.yaml,10,"SAP AFVC-STEUS is CHAR(4); the CDK/dealer-native value for this field can genuinely run up to 10 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (10) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
ro-part-line,Repair Order Part Line,data[].roNumber,ro_number,string,12,,DOCUMENTED,AUFK-AUFNR,AUFK,AUFNR,,CO,AUFNR,CHAR,12,0,True,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/co/tables/AUFK.yaml,,
ro-part-line,Repair Order Part Line,...parts[].number,part_number,string,20,,DOCUMENTED,MARA-MATNR,MARA,MATNR,,MM,MATNR,CHAR,18,0,True,RESOLVED,WIDENED,"CDK length 20 > SAP CHAR(18) — declared widening to 20, recorded in WIDENING-POLICY.md: SAP MARA-MATNR is CHAR(18); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/MARA.yaml,20,"SAP MARA-MATNR is CHAR(18); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
ro-part-line,Repair Order Part Line,...parts[].desc,part_description,string,60,,DOCUMENTED,MAKT-MAKTX,MAKT,MAKTX,,MM,,,,,,TABLE_INVENTORIED_NOT_DEFINED,N_A,,MAKT is named in TABLES.yaml (MM) but has no field-level tables/<TABLE>.yaml yet.,,
ro-part-line,Repair Order Part Line,...parts[].bin1,bin1_location,string,10,,DOCUMENTED,MARD-LGPBE (storage bin),MARD,LGPBE,(storage bin),MM,,,,,,TABLE_INVENTORIED_NOT_DEFINED,N_A,,MARD is named in TABLES.yaml (MM) but has no field-level tables/<TABLE>.yaml yet.,,
ro-part-line,Repair Order Part Line,...parts[].partClass,parts_class_code,string,10,,DOCUMENTED,MARA-MTPOS_MARA (analogue),MARA,MTPOS_MARA,(analogue),MM,MTPOS_MARA,CHAR,4,0,False,RESOLVED,WIDENED,"CDK length 10 > SAP CHAR(4) — declared widening to 10, recorded in WIDENING-POLICY.md: SAP MARA-MTPOS_MARA is CHAR(4); the CDK/dealer-native value for this field can genuinely run up to 10 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (10) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/MARA.yaml,10,"SAP MARA-MTPOS_MARA is CHAR(4); the CDK/dealer-native value for this field can genuinely run up to 10 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (10) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
ro-part-line,Repair Order Part Line,...parts[].cost,escalated_unit_cost,decimal,,currency,DOCUMENTED,MBEW-VERPR (moving average price analogue),MBEW,VERPR,(moving average price analogue),MM,VERPR,CURR,11,2,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/MBEW.yaml,,
ro-part-line,Repair Order Part Line,transactionCode,transaction_code,enum,,,DOCUMENTED,BWART (movement type analogue),,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'BWART (movement type analogue)' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
ro-part-line,Repair Order Part Line,starPartTypeCode,star_part_type_code,enum,,,INFERRED,MARA-MATNR (type analogue),MARA,MATNR,(type analogue),MM,MATNR,CHAR,18,0,True,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/MARA.yaml,,
parts-master-inventory,Parts Master / Inventory,PartNumber,part_number,string,20,,DOCUMENTED,MARA-MATNR,MARA,MATNR,,MM,MATNR,CHAR,18,0,True,RESOLVED,WIDENED,"CDK length 20 > SAP CHAR(18) — declared widening to 20, recorded in WIDENING-POLICY.md: SAP MARA-MATNR is CHAR(18); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/MARA.yaml,20,"SAP MARA-MATNR is CHAR(18); the CDK/dealer-native value for this field can genuinely run up to 20 characters. Per docs/model/WIDENING-POLICY.md, the spine keeps SAP semantics (this field IS the SAP analogue conceptually) but emits the source-native width (20) in DDL rather than truncating real dealer data to fit a legacy SAP field length."
parts-master-inventory,Parts Master / Inventory,Description,description,string,60,,DOCUMENTED,MAKT-MAKTX,MAKT,MAKTX,,MM,,,,,,TABLE_INVENTORIED_NOT_DEFINED,N_A,,MAKT is named in TABLES.yaml (MM) but has no field-level tables/<TABLE>.yaml yet.,,
parts-master-inventory,Parts Master / Inventory,QtyOnHand,quantity_on_hand,integer,,quantity,DOCUMENTED,MARD-LABST,MARD,LABST,,MM,,,,,,TABLE_INVENTORIED_NOT_DEFINED,N_A,,MARD is named in TABLES.yaml (MM) but has no field-level tables/<TABLE>.yaml yet.,,
parts-master-inventory,Parts Master / Inventory,BinLocation,bin_location,string,10,,DOCUMENTED,MARD-LGPBE,MARD,LGPBE,,MM,,,,,,TABLE_INVENTORIED_NOT_DEFINED,N_A,,MARD is named in TABLES.yaml (MM) but has no field-level tables/<TABLE>.yaml yet.,,
parts-master-inventory,Parts Master / Inventory,Cost,unit_cost,decimal,,currency,DOCUMENTED,MBEW-VERPR,MBEW,VERPR,,MM,VERPR,CURR,11,2,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/MBEW.yaml,,
parts-master-inventory,Parts Master / Inventory,MinStock,minimum_stock_level,integer,,quantity,DOCUMENTED,MARC-MINBE,MARC,MINBE,,MM,MINBE,QUAN,13,3,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/MARC.yaml,,
parts-master-inventory,Parts Master / Inventory,SafetyStock,safety_stock_level,integer,,quantity,DOCUMENTED,MARC-EISBE,MARC,EISBE,,MM,EISBE,QUAN,13,3,False,RESOLVED,OK,,resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/mm/tables/MARC.yaml,,
technician-time-punch,Technician Time Punch,data[].technicianPunchTimes[].technicianId,technician_id,integer,,,DOCUMENTED,AFRU-PERNR,AFRU,PERNR,,PP,,,,,,TABLE_INVENTORIED_NOT_DEFINED,N_A,,AFRU is named in TABLES.yaml (PP) but has no field-level tables/<TABLE>.yaml yet.,,
technician-time-punch,Technician Time Punch,data[].technicianPunchTimes[].workDate,work_date,date,,,DOCUMENTED,AFRU-ISDD,AFRU,ISDD,,PP,,,,,,TABLE_INVENTORIED_NOT_DEFINED,N_A,,AFRU is named in TABLES.yaml (PP) but has no field-level tables/<TABLE>.yaml yet.,,
technician-time-punch,Technician Time Punch,data[].technicianPunchTimes[].duration,duration_hours,decimal,,hours,DOCUMENTED,AFRU-ISMNW,AFRU,ISMNW,,PP,,,,,,TABLE_INVENTORIED_NOT_DEFINED,N_A,,AFRU is named in TABLES.yaml (PP) but has no field-level tables/<TABLE>.yaml yet.,,
work-in-process,Work In Process,wipLaborAmount,wip_labor_amount,decimal,,currency,INFERRED,NO_SAP_ANALOGUE,,,,,,,,,,NO_SAP_ANALOGUE,N_A,,sap_field value 'NO_SAP_ANALOGUE' does not parse as TABLE-FIELD; treated as a dealer/DMS concept without a crisp SAP handle.,,
warranty-claim,Warranty Claim,claimNumber,claim_number,string,20,,UNVERIFIED,BSID-XBLNR,BSID,XBLNR,,FI,XBLNR1,CHAR,16,0,False,RESOLVED,WIDENED,"CDK length 20 > SAP CHAR(16) — declared widening to 20, recorded in WIDENING-POLICY.md: SAP BSID-XBLNR (reference document number) is CHAR(16); the CDK warranty claim number can run to 20 characters in OEM/DMS claim-numbering schemes. BSID is the correct open-item-document semantic anchor even though the claim number itself is wider than SAP's reference-field length.",resolved against ../eve-datasphere-sovereign-fresh/schema/sap-modules/fi/tables/BSID.yaml,20,SAP BSID-XBLNR (reference document number) is CHAR(16); the CDK warranty claim number can run to 20 characters in OEM/DMS claim-numbering schemes. BSID is the correct open-item-document semantic anchor even though the claim number itself is wider than SAP's reference-field length.
